Entry	Entry name	Status	Protein names	Gene names
Q9FG69	Q9FG69_ARATH	unreviewed	Uncharacterized protein	
Q43867	PME1_ARATH	reviewed	Pectinesterase 1 (PE 1) (EC 3.1.1.11) (Pectin methylesterase 1) (AtPME1)	PME1 ARATH65 At1g53840 T18A20.7
Q0WWC7	Q0WWC7_ARATH	unreviewed	Pectinesterase (EC 3.1.1.11)	At1g53840
Q8LA06	Q8LA06_ARATH	unreviewed	Pectinesterase (EC 3.1.1.11)	
Q9ZP16	CRK11_ARATH	reviewed	Cysteine-rich receptor-like protein kinase 11 (Cysteine-rich RLK11) (EC 2.7.11.-) (Receptor-like protein kinase 3)	CRK11 RLK3 At4g23190 F21P8.80
Q8VZG8	MIK2_ARATH	reviewed	MDIS1-interacting receptor like kinase 2 (AtMIK2) (Probable LRR receptor-like serine/threonine-protein kinase At4g08850) (EC 2.7.11.1)	MIK2 At4g08850 T32A17.160
Q9XI68	Q9XI68_ARATH	unreviewed	F7A19.28 protein (Glucose-methanol-choline (GMC) oxidoreductase family protein)	At1g14190 F7A19.28 F7A19_28
C0Z2G0	C0Z2G0_ARATH	unreviewed	AT5G19660 protein	At5g19660
Q0WUG6	SBT61_ARATH	reviewed	Subtilisin-like protease SBT6.1 (EC 3.4.21.-) (Site-1 protease) (AtS1P) (Subtilase subfamily 6 member 1) (AtSBT6.1)	SBT6.1 S1P At5g19660
Q9LPC1	GAE2_ARATH	reviewed	UDP-glucuronate 4-epimerase 2 (EC 5.1.3.6) (UDP-glucuronic acid epimerase 2)	GAE2 At1g02000 F22M8.13
Q67ZJ4	Q67ZJ4_ARATH	unreviewed	Putative nucleotide sugar epimerase (Fragment)	At1g02000
Q1H583	GDL18_ARATH	reviewed	GDSL esterase/lipase 22 (EC 3.1.1.-) (Extracellular lipase At1g54000) (GDSL esterase/lipase At1g54000)	GLL22 At1g54000 F15I1.8
Q8GX69	BGA16_ARATH	reviewed	Beta-galactosidase 16 (Lactase 16) (EC 3.2.1.23)	BGAL16 At1g77410 F2P24.12 T5M16.1
O22908	O22908_ARATH	unreviewed	Plant invertase/pectin methylesterase inhibitor superfamily protein	At2g47340 T8I13.18
Q6RF43	Q6RF43_ARATH	unreviewed	PMEI domain-containing protein	At2g47340
Q8H7H3	Q8H7H3_ARATH	unreviewed	P4Hc domain-containing protein (Fragment)	
Q8L970	P4H7_ARATH	reviewed	Probable prolyl 4-hydroxylase 7 (AtP4H7) (EC 1.14.11.2)	P4H7 At3g28480 MFJ20.17
Q9LTW9	FLA14_ARATH	reviewed	Fasciclin-like arabinogalactan protein 14	FLA14 At3g12660 MBK21.3 T2E22.3
A0MEV6	A0MEV6_ARATH	unreviewed	FAS1 domain-containing protein (Fragment)	
Q9LUB8	Q9LUB8_ARATH	unreviewed	At5g48140 (Pectin lyase-like superfamily protein) (Polygalacturonase) (Putative polygalacturonase)	MIF21.3 MIF21_3 At5g48140 At5g48140/MIF21_3
Q9C7S5	PSYR1_ARATH	reviewed	Tyrosine-sulfated glycopeptide receptor 1 (EC 2.7.11.1) (PSY1 receptor)	PSY1R PSYR1 At1g72300 T9N14.20
C0LGI8	C0LGI8_ARATH	unreviewed	Leucine-rich repeat receptor-like protein kinase (Fragment)	LRR-RLK At1g72300
B9DGZ6	B9DGZ6_ARATH	unreviewed	AT5G27830 protein	At5g27830
Q94BQ5	Q94BQ5_ARATH	unreviewed	Folate receptor family protein	At5g27830 T1G16.160 T1G16_160
A8MS02	A8MS02_ARATH	unreviewed	Folate receptor family protein	At5g27830 T1G16.160 T1G16_160
Q0WNG9	Q0WNG9_ARATH	unreviewed	Putative receptor-like kinase	At3g23750
Q9LK43	TMK4_ARATH	reviewed	Receptor-like kinase TMK4 (EC 2.7.11.1) (BAK1-associating receptor-like kinase 1) (Leucine-rich repeat receptor-like kinases TMK4) (Transmembrane kinase 4)	TMK4 BARK1 At3g23750 MYM9.9
O64586	O64586_ARATH	unreviewed	Pollen Ole e 1 allergen and extensin family protein (Putative proline-rich glycoprotein)	At2g34700 T29F13.9 T29F13_9
Q9FK30	OFT36_ARATH	reviewed	O-fucosyltransferase 36 (O-FucT-36) (EC 2.4.1.-) (O-fucosyltransferase family protein)	OFUT36 GT68 At5g50420 MXI22.14
O65921	GDL35_ARATH	reviewed	GDSL esterase/lipase At2g19010 (EC 3.1.1.-) (Extracellular lipase At2g19010)	At2g19010 F19F24.4 T20K24.2
Q9LZK5	DNJ19_ARATH	reviewed	DnaJ protein ERDJ3B (Chaperone protein dnaJ 19) (AtDjB19) (AtJ19) (Endoplasmic reticulum dnaJ domain-containing protein 3B) (AtERdj3B) (Protein SCJ1 homolog ERDJ3B)	ERDJ3B B19 At3g62600 F26K9.30
Q94BT2	AIR12_ARATH	reviewed	Auxin-induced in root cultures protein 12	AIR12 At3g07390 F21O3_10
Q9SSL9	PEPR1_ARATH	reviewed	Leucine-rich repeat receptor-like protein kinase PEPR1 (EC 2.7.11.1) (Elicitor peptide 1 receptor 1) (PEP1 receptor 1)	PEPR1 At1g73080 F3N23.28
Q9SSM0	Q9SSM0_ARATH	unreviewed	Highly similar to receptor-like protein kinase (Leucine-rich repeat family protein)	F3N23.27 At1g73066 At1g73070/F3N23_27
Q9ZVD4	Q9ZVD4_ARATH	unreviewed	Leucine-rich repeat receptor-like protein kinase (Putative receptor-like protein kinase)	LRR-RLK At2g27060
Q9M1C9	BGL30_ARATH	reviewed	Beta-glucosidase 30 (AtBGLU30) (EC 3.2.1.21) (Protein DARK INDUCIBLE 2) (Protein SENESCENCE-RELATED GENE 2)	BGLU30 DIN2 SRG2 At3g60140 T2O9.120
Q9LJX8	VPED_ARATH	reviewed	Vacuolar-processing enzyme delta-isozyme (Delta-VPE) (EC 3.4.22.34) (Asparaginyl endopeptidase delta-VPE)	dVPE At3g20210 MAL21.23
Q8L9Y0	SCP25_ARATH	reviewed	Serine carboxypeptidase-like 25 (EC 3.4.16.-)	SCPL25 At3g02110 F1C9.10
Q9LMM4	Q9LMM4_ARATH	unreviewed	F22L4.11 protein (Transferring glycosyl group transferase (DUF604))	At1g01570 F22L4.11 F22L4_11
Q9LH52	FLOR1_ARATH	reviewed	Leucine-rich repeat protein FLOR 1 (Protein FLORAL TRANSITION AT THE MERISTEM 4)	FLR1 FTM4 At3g12145 F28J15.19 T21B14.20
P92990	PGL3_ARATH	reviewed	Polygalacturonase 1 beta-like protein 3 (AtPGL3) (Aromatic-rich glycoprotein JP650) (PG1beta-like protein 3) (Polygalacturonase 2) (Probable polygalacturonase non-catalytic subunit JP650)	PGL3 JP650 PG2 At1g70370 F17O7.9
C0LGH8	Y1634_ARATH	reviewed	Probable LRR receptor-like serine/threonine-protein kinase At1g63430 (EC 2.7.11.1)	At1g63430 F2K11.19
O04314	JAL30_ARATH	reviewed	PYK10-binding protein 1 (Jacalin-related lectin 30) (Jasmonic acid-induced protein)	PBP1 JAL30 JIP PBPI At3g16420 MDC8.5 T02O04.8
C0Z3F0	C0Z3F0_ARATH	unreviewed	AT3G16420 protein	At3g16420
A0ME25	A0ME25_ARATH	unreviewed	PMEI domain-containing protein (Fragment)	
Q1G390	Q1G390_ARATH	unreviewed	Plant invertase/pectin methylesterase inhibitor superfamily protein	At4g03945
Q9LPX4	Q9LPX4_ARATH	unreviewed	T23J18.28	
B3H513	B3H513_ARATH	unreviewed	Plant invertase/pectin methylesterase inhibitor superfamily protein	At4g03945
O81007	GT7_ARATH	reviewed	Putative glycosyltransferase 7 (AtGT7) (EC 2.4.-.-)	GT7 GTL6 At2g22900 T20K9.110
Q8VYT3	Y4052_ARATH	reviewed	Probable LRR receptor-like serine/threonine-protein kinase At4g30520 (EC 2.7.11.1)	At4g30520 F17I23_140
Q0WVM4	Y2239_ARATH	reviewed	Probable LRR receptor-like serine/threonine-protein kinase At2g23950 (EC 2.7.11.1)	At2g23950 T29E15.15
Q8LFG4	Q8LFG4_ARATH	unreviewed	AB hydrolase-1 domain-containing protein	
Q9C913	Q9C913_ARATH	unreviewed	Alpha/beta-Hydrolases superfamily protein	At1g74280 F1O17.5 F1O17_5
Q9C914	Q9C914_ARATH	unreviewed	Alpha/beta-Hydrolases superfamily protein	At1g74290 F1O17.4 F1O17_4
Q9FM82	GGLO4_ARATH	reviewed	Probable L-gulonolactone oxidase 4 (AtGulLO4) (EC 1.1.3.8)	GULLO4 At5g56490 MCD7.26
O81053	FUT2_ARATH	reviewed	Fucosyltransferase 2 (AtFUT2) (EC 2.4.1.-)	FUT2 At2g03210 T18E12.12
Q9LTM8	Q9LTM8_ARATH	unreviewed	Cellulase (Glycosyl hydrolase family 5) protein	At3g26140
Q9FJR2	Q9FJR2_ARATH	unreviewed	Plant invertase/pectin methylesterase inhibitor superfamily protein	MQD22.13 MQD22_13 At5g46990
B9DGU6	B9DGU6_ARATH	unreviewed	AT2G20370 protein (Fragment)	At2g20370
Q7XJ98	MUR3_ARATH	reviewed	Xyloglucan galactosyltransferase MUR3 (EC 2.4.1.-) (Protein KATAMARI) (Protein MURUS 3) (AtMUR3) (Protein SHORT ROOT IN SALT MEDIUM 3)	MUR3 KAM1 RSA3 At2g20370 F11A3.8
Q9SGT8	Q9SGT8_ARATH	unreviewed	T6H22.9 protein	T6H22.9
Q9C9Q6	RRA1_ARATH	reviewed	Arabinosyltransferase RRA1 (EC 2.4.2.-) (Protein REDUCED RESIDUAL ARABINOSE 1)	RRA1 At1g75120 F9E10.3
Q8GYG8	Q8GYG8_ARATH	unreviewed	Ferredoxin-like protein	At1g02180 At1g02180/T6A9_2 T6A9.14
Q9FJ47	SAG12_ARATH	reviewed	Senescence-specific cysteine protease SAG12 (EC 3.4.22.-) (Cysteine proteinase SAG12) (Protein SENESCENCE-ASSOCIATED GENE 12)	SAG12 At5g45890 K15I22.9
Q9LMX4	PPA1_ARATH	reviewed	Probable inactive purple acid phosphatase 1	PAP1 At1g13750 F21F23.18
Q9SZU2	Q9SZU2_ARATH	unreviewed	Glycosyltransferase family 92 protein (EC 2.4.1.-)	At4g37420 AT4G37420 F6G17.70 F6G17_70
Q9SCP7	Q9SCP7_ARATH	unreviewed	AT3g53140/T4D2_70 (Caffeic acid O-methyltransferase-like protein) (O-methyltransferase family protein)	T4D2.70 At3g53140
Q8VZ34	Q8VZ34_ARATH	unreviewed	Ankyrin repeat family protein	At2g26210 T1D16.15 T1D16_15
A8MR72	A8MR72_ARATH	unreviewed	Ankyrin repeat family protein	At2g26210 T1D16.15 T1D16_15
O64849	O64849_ARATH	unreviewed	Uncharacterized protein At2g26210	At2g26210
Q8GYF5	WAKLR_ARATH	reviewed	Wall-associated receptor kinase-like 21 (EC 2.7.11.-)	WAKL21 At5g66790 MUD21_3
Q56ZL6	Q56ZL6_ARATH	unreviewed	Uncharacterized protein At2g35610 (Fragment)	At2g35610
Q8VXZ5	XG113_ARATH	reviewed	Arabinosyltransferase XEG113 (EC 2.4.2.-) (Protein LATERAL ROOT DEVELOPMENT 5) (Xyloglucanase 113)	XEG113 LRD5 At2g35610
Q9LDQ3	CRK35_ARATH	reviewed	Putative cysteine-rich receptor-like protein kinase 35 (Cysteine-rich RLK35) (EC 2.7.11.-)	CRK35 At4g11530 F25E4.150
Q9STM6	GDL57_ARATH	reviewed	GDSL esterase/lipase At3g48460 (EC 3.1.1.-) (Extracellular lipase At3g48460)	At3g48460 T29H11.20
Q56YZ1	Q56YZ1_ARATH	unreviewed	Putative aspartic protease	At4g04460
Q9XEC4	APA3_ARATH	reviewed	Aspartic proteinase A3 (EC 3.4.23.-)	APA3 At4g04460 T26N6.7
B0ZVP8	B0ZVP8_ARATH	unreviewed	NHL3 (Fragment)	NHL3
B0ZVQ1	B0ZVQ1_ARATH	unreviewed	NHL3 (Fragment)	NHL3
B0ZVQ2	B0ZVQ2_ARATH	unreviewed	NHL3 (Fragment)	NHL3
B0ZVQ4	B0ZVQ4_ARATH	unreviewed	NHL3 (Fragment)	NHL3
B0ZVS1	B0ZVS1_ARATH	unreviewed	NHL3 (Fragment)	NHL3
B0ZVS7	B0ZVS7_ARATH	unreviewed	NHL3 (Fragment)	NHL3
B0ZVY9	B0ZVY9_ARATH	unreviewed	NHL3 (Fragment)	NHL3
B0ZVZ0	B0ZVZ0_ARATH	unreviewed	NHL3 (Fragment)	NHL3
Q9FNH6	NHL3_ARATH	reviewed	NDR1/HIN1-like protein 3	NHL3 At5g06320 MHF15.16
Q9S791	Q9S791_ARATH	unreviewed	AT1G70770 protein (At1g70770) (F15H11.2 protein)	F15H11.2 At1g70770 F5A18.5 F5A18_5
Q9MA83	RLP30_ARATH	reviewed	Receptor-like protein 30 (AtRLP30)	RLP30 At3g05360 T12H1.33
Q93ZD5	Q93ZD5_ARATH	unreviewed	At1g74680/F1M20_36 (Exostosin family protein) (Glycosyltransferase)	At1g74680 AT1G74680 F25A4.34 F25A4_34
Q9S7E2	Q9S7E2_ARATH	unreviewed	F25A4.34	F1M20.36 F25A4.34
O22138	O22138_ARATH	unreviewed	Leucine-rich repeat protein kinase family protein (Leucine-rich repeat receptor-like protein kinase) (Putative receptor-like protein kinase)	LRR-RLK At2g45340 F4L23.15
Q41956	Q41956_ARATH	unreviewed	Cysteine proteinase 15A (Fragment)	
Q570C7	Q570C7_ARATH	unreviewed	Drought-inducible cysteine proteinase RD19A	At4g39090
P43296	RD19A_ARATH	reviewed	Cysteine protease RD19A (EC 3.4.22.-) (Protein RESPONSIVE TO DEHYDRATION 19) (RD19)	RD19A At4g39090 F19H22.190
Q9LZX4	FLA10_ARATH	reviewed	Fasciclin-like arabinogalactan protein 10	FLA10 At3g60900 T4C21.310
Q0WR55	Q0WR55_ARATH	unreviewed	GPI-anchored protein (Fragment)	At3g60900
Q9SI16	PER15_ARATH	reviewed	Peroxidase 15 (Atperox P15) (EC 1.11.1.7) (ATP36)	PER15 P15 At2g18150 F8D23.7
Q9LHR4	GGPPC_ARATH	reviewed	Geranylgeranyl pyrophosphate synthase 12, chloroplastic (GGPP synthase 12) (GGPS12) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase 12) (Dimethylallyltranstransferase 12) (EC 2.5.1.1) (Farnesyl diphosphate synthase 12) (Farnesyltranstransferase 12) (EC 2.5.1.29) (Geranyltranstransferase 12) (EC 2.5.1.10)	At3g32040 F1M23.7
Q9FJ45	GDL83_ARATH	reviewed	GDSL esterase/lipase At5g45910 (EC 3.1.1.-) (Extracellular lipase At5g45910)	At5g45910 K15I22.11
A0MF73	A0MF73_ARATH	unreviewed	AAI domain-containing protein (Fragment)	
Q2PE59	Q2PE59_ARATH	unreviewed	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein (Protease inhibitor/seed storage/lipid transfer protein family protein) (Xylogen like protein 14)	AtXYP14 At4g14815
Q8LBM9	Q8LBM9_ARATH	unreviewed	AAI domain-containing protein	
Q9LP77	Y1848_ARATH	reviewed	Probable inactive receptor kinase At1g48480	RKL1 At1g48480 T1N15.9
B5X571	B5X571_ARATH	unreviewed	At1g48480 (Leucine-rich repeat receptor-like protein kinase)	LRR-RLK At1g48480
Q9SI07	Q9SI07_ARATH	unreviewed	At2g04280 (Calcium ion-binding protein) (Expressed protein)	AT2G04280.1 At2g04280 T23O15.9 T23O15_9
Q9SD81	GDPD6_ARATH	reviewed	Glycerophosphodiester phosphodiesterase GDPD6 (EC 3.1.4.46) (Glycerophosphodiester phosphodiesterase 6) (ATGDPD6)	GDPD6 At5g08030 F13G24.230
A0MET3	A0MET3_ARATH	unreviewed	Uncharacterized protein (Fragment)	
O22817	O22817_ARATH	unreviewed	Pectin lyase-like superfamily protein (Polygalacturonase/pectinase) (Putative polygalacturonase)	At2g43870 F18O19.2
Q9SCT5	Q9SCT5_ARATH	unreviewed	AT3g51730/T18N14_110 (Saposin B domain-containing protein)	T18N14.110 At3g51730
Q42027	Q42027_ARATH	unreviewed	Chitinase (Fragment)	
Q9ZSI6	Q9ZSI6_ARATH	unreviewed	At4g01700 (Chitinase family protein) (Putative chitinase) (T15B16.5 protein)	At4g01700 T15B16.5 T15B16_5
Q9FF77	PME47_ARATH	reviewed	Probable pectinesterase/pectinesterase inhibitor 47 [Includes: Pectinesterase inhibitor 47 (Pectin methylesterase inhibitor 47); Pectinesterase 47 (PE 47) (EC 3.1.1.11) (Pectin methylesterase 47) (AtPME47)]	PME47 ARATH47 At5g04970 MUG13.17
Q6DBI2	Q6DBI2_ARATH	unreviewed	At1g14590	
Q9MA24	Q9MA24_ARATH	unreviewed	Glycosyltransferase (Nucleotide-diphospho-sugar transferase family protein) (T5E21.9)	At1g14590 AT1G14590 T5E21.9 T5E21_9
Q8L9G8	Q8L9G8_ARATH	unreviewed	Putative lamin	
Q9MAC1	Q9MAC1_ARATH	unreviewed	At3g01070 (Early nodulin-like protein 16) (Lamin-like predicted GPI-anchored protein) (Putative lamin)	AtENODL16 early nodulin-like protein 16 ENODL16 At3g01070 T4P13.25 T4P13_25
F4KHD8	GP210_ARATH	reviewed	Nuclear pore complex protein GP210 (Nuclear pore membrane glycoprotein 210) (Nucleoporin GP210) (Protein EMBRYO DEFECTIVE 3012)	GB210 EMB3012 At5g40480 K21I16.30
Q58FT6	Q58FT6_ARATH	unreviewed	Uncharacterized protein	At5g40480
Q8GUN6	DNJ50_ARATH	reviewed	Chaperone protein dnaJ 50 (AtDjC50) (AtJ50)	C50 At1g61770 T13M11.13
Q9LZS6	SBT4F_ARATH	reviewed	Subtilisin-like protease SBT4.15 (EC 3.4.21.-) (Subtilase subfamily 4 member 15) (AtSBT4.15)	SBT4.15 At5g03620 F17C15.40
Q9FMH3	Q9FMH3_ARATH	unreviewed	Similarity to chloroplast nucleoid DNA-binding protein	
O04588	O04588_ARATH	unreviewed	At1g62225 (F19K23.16 protein) (Transmembrane protein)	F19K23.16 At1g62225
Q8H103	G6PIP_ARATH	reviewed	Glucose-6-phosphate isomerase 1, chloroplastic (GPI 1) (EC 5.3.1.9) (Phosphoglucose isomerase 1) (PGI 1) (Phosphohexose isomerase) (PHI)	PGI1 pgi2 pgi3 At4g24620 F22K18.180
O49431	O49431_ARATH	unreviewed	Uncharacterized protein AT4g20040	At4g20040
Q944M6	Q944M6_ARATH	unreviewed	AT4g20040/F18F4_140 (Pectin lyase-like superfamily protein)	At4g20040 F18F4.140 F18F4_140
Q9LTY9	Q9LTY9_ARATH	unreviewed	Transmembrane protein	At3g27410
Q9FJR1	PER65_ARATH	reviewed	Peroxidase 65 (Atperox P65) (EC 1.11.1.7) (ATP43)	PER65 P65 At5g47000 MQD22.14
Q8L710	CRK17_ARATH	reviewed	Cysteine-rich receptor-like protein kinase 17 (Cysteine-rich RLK17) (EC 2.7.11.-) (Protein EMBRYO DEFECTIVE 1290)	CRK17 EMB1290 RKC1 At4g23250 F21P8.140
Q38991	Q38991_ARATH	unreviewed	Protein Kinase catalytic domain (Fragment)	AK4
Q9S9K4	ASPL2_ARATH	reviewed	Aspartic proteinase-like protein 2 (EC 3.4.23.-)	At1g65240 T23K8.15
Q9FK76	SBT56_ARATH	reviewed	Subtilisin-like protease SBT5.6 (EC 3.4.21.-) (Subtilase subfamily 5 member 6) (AtSBT5.6)	SBT5.6 At5g45650 MRA19.5
F4KEL0	SBT55_ARATH	reviewed	Subtilisin-like protease SBT5.5 (EC 3.4.21.-) (Subtilase subfamily 5 member 5) (AtSBT5.5)	SBT5.5 At5g45640 MRA19.4
O80809	CLV2_ARATH	reviewed	Receptor-like protein CLAVATA2 (Receptor-like protein 10) (AtRLP10)	CLV2 RLP10 At1g65380 T8F5.16
Q67YS6	ALIS2_ARATH	reviewed	Putative ALA-interacting subunit 2 (AtALIS2)	ALIS2 At5g46150 MCL19.21
O23042	O23042_ARATH	unreviewed	YUP8H12.11 protein	YUP8H12.11
Q9M153	GDL61_ARATH	reviewed	GDSL esterase/lipase At4g01130 (EC 3.1.1.-) (Extracellular lipase At4g01130)	At4g01130 F2N1.17 IG002N01.17
Q9SHQ6	Q9SHQ6_ARATH	unreviewed	F1K23.6 (Guanosine-3',5'-bis (Diphosphate) 3'-pyrophosphohydrolase, putative (DUF2215))	At1g28760 F1K23.6 F1K23_6
Q67X97	Q67X97_ARATH	unreviewed	Prolyl carboxypeptidase like protein	At4g36195
Q67ZA2	Q67ZA2_ARATH	unreviewed	Prolyl carboxypeptidase like protein	At4g36195
Q683B7	Q683B7_ARATH	unreviewed	Prolyl carboxypeptidase like protein (Fragment)	At4g36195
Q94CC6	Q94CC6_ARATH	unreviewed	Prolyl carboxypeptidase like protein (Serine carboxypeptidase S28 family protein)	At4g36195
Q683F9	Q683F9_ARATH	unreviewed	Prolyl carboxypeptidase like protein (Serine carboxypeptidase S28 family protein)	At4g36195
O65511	O65511_ARATH	unreviewed	Uncharacterized protein AT4g36190 (Uncharacterized protein F23E13.80)	F23E13.80 At4g36190
A4VCL8	A4VCL8_ARATH	unreviewed	At4g36190 (Serine carboxypeptidase S28 family protein)	At4g36190 F23E13.1
Q8GZA3	Q8GZA3_ARATH	unreviewed	Putative prolyl carboxypeptidase	At4g36190/F23E13_80
Q94K00	TBL28_ARATH	reviewed	Protein trichome birefringence-like 28	TBL28 At2g40150 T7M7.4
Q64FQ2	PID2_ARATH	reviewed	Protein kinase PINOID 2 (EC 2.7.11.1) (Protein kinase AGC1-10)	PID2 AGC1-10 At2g26700 F18A8.7
Q6ID73	Q6ID73_ARATH	unreviewed	At2g26695 (Ran BP2/NZF zinc finger-like superfamily protein)	At2g26695
Q9C7T7	CEPR2_ARATH	reviewed	Receptor protein-tyrosine kinase CEPR2 (EC 2.7.10.1) (Protein C-TERMINALLY ENCODED PEPTIDE RECEPTOR 2)	CEPR2 At1g72180 T9N14.3
Q9LXI7	PPA20_ARATH	reviewed	Probable purple acid phosphatase 20 (EC 3.1.3.2)	PAP20 AT4 At3g52780 F3C22.180
Q9XI60	LPP2_ARATH	reviewed	Lipid phosphate phosphatase 2 (AtLPP2) (EC 3.1.3.-) (Phosphatidic acid phosphatase 2) (AtPAP2) (Prenyl diphosphate phosphatase)	LPP2 PAP2 At1g15080 F9L1.2
Q8H1Q4	Q8H1Q4_ARATH	unreviewed	Leucine-rich repeat family protein	At1g15740 F7H2.8 F7H2_8
Q94F07	Q94F07_ARATH	unreviewed	Uncharacterized protein At1g15740 (Uncharacterized protein F7H2.8)	F7H2.8 At1g15740
Q9C5C9	Q9C5C9_ARATH	unreviewed	Uncharacterized protein At1g15740	At1g15740
Q9LMR0	Q9LMR0_ARATH	unreviewed	F7H2.8 protein	F7H2.8
Q9FXC1	Q9FXC1_ARATH	unreviewed	Pectin lyase-like superfamily protein (Putative polygalacturonase)	At1g56710 F25P12.85 F25P12_85
B3H587	B3H587_ARATH	unreviewed	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	At1g73550 T9L24.29
Q9C6B5	Q9C6B5_ARATH	unreviewed	Lipid transfer protein, putative, 3' partial; 28857-29337 (Fragment)	F6D5.6
Q9FX47	Q9FX47_ARATH	unreviewed	At1g73550 (Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein)	At1g73550 T9L24.29
Q9LSP1	PME67_ARATH	reviewed	Probable pectinesterase 67 (PE 67) (EC 3.1.1.11) (Pectin methylesterase 67) (AtPME67)	PME67 ARATH67 At3g17060 K14A17.13 K14A17_18
Q9SI18	PPA11_ARATH	reviewed	Purple acid phosphatase 11 (EC 3.1.3.2)	PAP11 AT8 At2g18130 F8D23.9
Q7Y030	OFT31_ARATH	reviewed	O-fucosyltransferase 31 (O-FucT-31) (EC 2.4.1.-) (O-fucosyltransferase family protein)	OFUT31 At4g24530 F22K18.270
Q9FLI4	SBT13_ARATH	reviewed	Subtilisin-like protease SBT1.3 (EC 3.4.21.-) (Subtilase subfamily 1 member 3) (AtSBT1.3)	SBT1.3 At5g51750 MIO24.12
P82726	DF152_ARATH	reviewed	Putative defensin-like protein 152 (Putative low-molecular-weight cysteine-rich protein 11) (Protein LCR11)	LCR11 At4g11485 F25E4
C0Z287	C0Z287_ARATH	unreviewed	AT4G24350 protein	At4g24350
Q67XV5	Q67XV5_ARATH	unreviewed	Uncharacterized protein At4g24350 (Fragment)	At4g24350
Q8LA48	Q8LA48_ARATH	unreviewed	PNP_UDP_1 domain-containing protein	
Q94K59	Q94K59_ARATH	unreviewed	Phosphorylase superfamily protein	At4g24350 T22A6.180 T22A6_180
Q9STV9	Q9STV9_ARATH	unreviewed	Uncharacterized protein AT4g24350 (Uncharacterized protein T22A6.180)	T22A6.180 At4g24350
Q9STV8	Q9STV8_ARATH	unreviewed	Uncharacterized protein AT4g24360 (Uncharacterized protein T22A6.190)	T22A6.190 At4g24360
Q9LFR0	GMAN2_ARATH	reviewed	Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (AtGMII) (Man II) (Protein hybrid glycosylation 1)	GMII HGL1 At5g14950 F2G14.70
Q39041	INVA4_ARATH	reviewed	Acid beta-fructofuranosidase 4, vacuolar (At beta fruct4) (AtBETAFRUCT4) (EC 3.2.1.26) (Acid invertase 4) (AI 4) (Acid sucrose hydrolase 4) (Vacuolar invertase 4) (Inv-V4) (VAC-INV 4) (VI 4)	BFRUCT4 BETAFRUCT4 At1g12240 T28K15.3
Q8L3Z1	Q8L3Z1_ARATH	unreviewed	Beta-fructosidase (Fragment)	
Q8L488	Q8L488_ARATH	unreviewed	Beta-fructosidase (Fragment)	
Q8L4G6	Q8L4G6_ARATH	unreviewed	Beta-fructosidase (Fragment)	
Q8L4T3	Q8L4T3_ARATH	unreviewed	Beta-fructosidase (Fragment)	
Q8L4U9	Q8L4U9_ARATH	unreviewed	Beta-fructosidase (Fragment)	
Q8L514	Q8L514_ARATH	unreviewed	Beta-fructosidase (Fragment)	
Q8LGP2	Q8LGP2_ARATH	unreviewed	Beta-fructosidase (Fragment)	
Q8W413	INV4_ARATH	reviewed	Beta-fructofuranosidase, insoluble isoenzyme CWINV4 (EC 3.2.1.26) (Beta-fructofuranosidase 6) (AtFruct6) (Cell wall beta-fructosidase 4) (Cell wall invertase 4) (AtcwINV4) (Sucrose hydrolase 4)	CWINV4 FRUCT6 At2g36190 F9C22.8
F4JP36	HAP2_ARATH	reviewed	Protein HAPLESS 2 (GENERATIVE CELL SPECIFIC 1)	HAP2 GCS1 At4g11720 T5C23
Q9XGM8	MGAT1_ARATH	reviewed	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.101) (N-acetylglucosaminyltransferase I) (GlcNAcT-I) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I) (Protein COMPLEX GLYCAN LESS 1)	GNTI CGL1 At4g38240 F20D10.360 F22I13.10
Q56WZ0	Q56WZ0_ARATH	unreviewed	Uncharacterized protein At3g15940 (Fragment)	At3g15940
Q9LSB5	Q9LSB5_ARATH	unreviewed	AT3g15940/MVC8_7 (Glycosyl transferases-like protein) (Glycosyltransferase) (Putative glycosyltransferase) (UDP-Glycosyltransferase superfamily protein)	1g52420 At3g15940 AT3G15940
Q9FN05	PSL5_ARATH	reviewed	Probable glucan 1,3-alpha-glucosidase (EC 3.2.1.84) (Glucosidase II subunit alpha) (Protein PRIORITY IN SWEET LIFE 5) (Protein RADIAL SWELLING 3)	PSL5 RSW3 At5g63840 MGI19.5
Q9LJF3	BRL3_ARATH	reviewed	Receptor-like protein kinase BRI1-like 3 (EC 2.7.10.1) (EC 2.7.11.1) (BRASSINOSTEROID INSENSITIVE 1-like protein 3)	BRL3 At3g13380 MRP15.1
P93034	P93034_ARATH	unreviewed	Uncharacterized protein PK1 (Fragment)	PK1
Q9M1B6	Q9M1B6_ARATH	unreviewed	Leucine-rich repeat (LRR) family protein	T16L24.60 At3g59510
